id,name,overall_score,weight,thickness,height,width,volume,resolution,pixel_density,screen_size,gorilla_glass_version,refresh_rate,luminance,contrast_ratio,gpu_clock_speed,ram_speed,cpu_speed,cpu_threads,megapixels__main_camera,megapixels__front_camera,pixel_size__main_camera,video_recording__main_camera,wide_aperture__main_camera,number_of_microphones,battery_power,download_speed,waterproof_depth_rating,ingress_protection__ip__rating,battery_life,directx_version,ram,maximum_light_sensitivity,response_time,lowest_potential_operating_temperature,maximum_operating_temperature,emojis_available,usb_version,openvg_version,upload_speed,field_of_view,floating_point_performance,gpu_memory_speed,front_end_width,pixel_rate,bits_executed_at_a_time,warranty_period,opengl_version,exposure_time,maximum_memory_bandwidth,opencl_version,opengl_es_version,internal_storage,semiconductor_size,power_on_delay,number_of_flash_leds,bluetooth_version,maximum_amount_of_external_memory_supported,antutu_benchmark_score,memory_bandwidth,minimum_focal_length,vfp_version,optical_zoom,wide_aperture__front_camera,geekbench_result,continuous_shooting_at_high_resolution,charge_time,movie_bitrate,included_sd_card__memory_size,maximum_focal_length,more_languages_supported,body_sar__us,head_sar__us,head_sar__eu,shutter_lag
2591,Huawei Enjoy 6s,36,145g,7.9mm,143.2mm,70.4mm,79.64cm³,720 x 1280px,293ppi,"5""",,,,,,800MHz (Qualcomm Snapdragon 435 MSM8940),8 x 1.4GHz (Qualcomm Snapdragon 435 MSM8940),8 (Qualcomm Snapdragon 435 MSM8940),13MP,5MP,,1080 x 30fps,,2,3020mAh,300MBits/s,,,,,3GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x,,,,,,,,,,,,
2592,Blu Life 8 XL,36,149g,7.7mm,155mm,74.8mm,89.27cm³,720 x 1280px,267ppi,"5.5""",,,,,,,8 x 1.4GHz (MediaTek MT6592M),8 (MediaTek MT6592M),8MP,2MP,,1080 x 30fps,,1,2920mAh,,,,,,1GB,,,,,,,,,,,,2 (MediaTek MT6592M),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593,Oppo R9s Plus,36,185g,7.4mm,163.1mm,80.8mm,,1080 x 1920px,367ppi,"6""",4,,,,,,4 x 1.95GHz,,16MP,16MP,,2160 x 30fps,f/1.70,2,4000mAh,300MBits/s,,,,,6GB,,,,,,,,,,,,,,,,,,,,,64GB,28nm,,,,256GB,,,,,,,,,,,,,,,,,
2594,Asus Pegasus 8GB,36,140g,9.9mm,146mm,73mm,105.51cm³,720 x 1280px,294ppi,"5""",,,,,700MHz (ARM Mali T760 MP2),,4 x 1.5GHz (MediaTek MT6732),,8MP,5MP,,,f/2.00,2,2500mAh,150MBits/s,,,17.7h,11.1 (ARM Mali T760 MP2),2GB,,,,,,,,,,0.81 TFLOPS (ARM Mali T760 MP2),,,,,,,,,,,,,,,,,,,,,0x,,,,,,,,,,,,
2595,Asus Pegasus,36,140g,9.9mm,146mm,73mm,105.51cm³,720 x 1280px,294ppi,"5""",,,,,700MHz (ARM Mali T760 MP2),,4 x 1.5GHz (MediaTek MT6732),,8MP,5MP,,,f/2.00,2,2500mAh,150MBits/s,,,17.7h,11.1 (ARM Mali T760 MP2),2GB,,,,,,,,,,0.81 TFLOPS (ARM Mali T760 MP2),,,,,,,,,,,,,,,,,,,,,0x,,,,,,,,,,,,
2596,LG Zero,36,147g,7.4mm,142mm,71.8mm,75.45cm³,720 x 1280px,294ppi,"5""",,,,,450MHz (Qualcomm Snapdragon 410 MSM8916),533MHz (Qualcomm Snapdragon 410 MSM8916),4 x 1.2GHz (Qualcomm Snapdragon 410 MSM8916),,13MP,8MP,,1080 x 30fps,,1,2050mAh,,,,,,,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 410 MSM8916),,,0.8 GPixel/s (Qualcomm Snapdragon 410 MSM8916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597,LG Class,36,147g,7.4mm,142mm,71.8mm,75.45cm³,720 x 1280px,294ppi,"5""",,,,,450MHz (Qualcomm Snapdragon 410 MSM8916),533MHz (Qualcomm Snapdragon 410 MSM8916),4 x 1.2GHz (Qualcomm Snapdragon 410 MSM8916),,13MP,8MP,,1080 x 30fps,,1,2050mAh,,,,,,,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 410 MSM8916),,,0.8 GPixel/s (Qualcomm Snapdragon 410 MSM8916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2598,Panasonic Toughbook FZ-T1,36,240g,13.1mm,154mm,75mm,,720 x 1280px,293.7ppi,"5""",,,,,400MHz (Qualcomm Snapdragon 210 MSM8909),,4 x 1.1GHz (Qualcomm Snapdragon 210 MSM8909),4 (Qualcomm Snapdragon 210 MSM8909),8MP,,,720 x 30fps,,3,3200mAh,150MBits/s,,,,9.3 (Qualcomm Snapdragon 210 MSM8909),,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 210 MSM8909),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2599,Lenovo Golden Warrior Note 8,36,170g,8.7mm,169.3mm,83.6mm,123.14cm³,720 x 1280px,245ppi,"6""",,,,,600MHz (ARM Mali T760),,8 x 1.7GHz (MediaTek MT6752),,13MP,5MP,,,,1,,150MBits/s,,,,11.1 (ARM Mali T760),,,,,,,,,,,0.81 TFLOPS (ARM Mali T760),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2611,Micromax YU Yureka Note,36,,,,,,1080 x 1920px,,"6""",3,,,,695MHz (MediaTek MT6753),,4 x 1.5GHz & 4 x 1.3GHz (MediaTek MT6753),8 (MediaTek MT6753),13MP,8MP,,1080 x 30fps,,2,4000mAh,150MBits/s,,,,,,,,,,,2,,50MBits/s,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,
2600,QMobile Noir Z8,36,120g,7.5mm,143.5mm,72mm,77.49cm³,720 x 1280px,294ppi,"5""",,,,,450MHz (Qualcomm Snapdragon 410 MSM8916),533MHz (Qualcomm Snapdragon 410 MSM8916),4 x 1.2GHz (Qualcomm Snapdragon 410 MSM8916),,13MP,5MP,,1080 x 30fps,,1,2400mAh,150MBits/s,,,26h,,,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 410 MSM8916),,,0.8 GPixel/s (Qualcomm Snapdragon 410 MSM8916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2601,HomTom HT17 Pro,36,163g,7.9mm,153mm,77.6mm,93.8cm³,720 x 1280px,267ppi,"5.5""",,,,,600MHz (MediaTek MT6737),,4 x 1.3GHz (MediaTek MT6737),,13MP,5MP,,,,1,3000mAh,,,,15h,11 (MediaTek MT6737),,,,,,,,,,,0.01 TFLOPS (MediaTek MT6737),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602,Wileyfox Spark X,36,162.9g,8.75mm,154.35mm,78.6mm,106.15cm³,720 x 1280px,267ppi,"5.5""",,,,,600MHz (ARM Mali T720 MP2),,4 x 1.3GHz,,13MP,8MP,,1080 x 30fps,,1,3000mAh,150MBits/s,,,12h,11 (ARM Mali T720 MP2),2GB,,,,,,,,,,0.01 TFLOPS (ARM Mali T720 MP2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,HTC Desire 816,36,165g,8mm,156.6mm,78.7mm,98.6cm³,720 x 1280px,267ppi,"5.5""",,,,,450MHz (Qualcomm Snapdragon 400 MSM8928 (1.6GHz)),,4 x 1.6GHz (Qualcomm Snapdragon 400 MSM8928 (1.6GHz)),4 (Qualcomm Snapdragon 400 MSM8928 (1.6GHz)),13MP,5MP,,,,2,2600mAh,,,,,9.3 (Qualcomm Snapdragon 400 MSM8928 (1.6GHz)),,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 400 MSM8928 (1.6GHz)),,,0.8 GPixel/s (Qualcomm Snapdragon 400 MSM8928 (1.6GHz)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2604,Oppo A37,36,136g,7.7mm,143.1mm,71mm,78.23cm³,720 x 1280px,294ppi,"5""",4,,,,450MHz (Qualcomm Snapdragon 410 MSM8916),533MHz (Qualcomm Snapdragon 410 MSM8916),4 x 1.2GHz (Qualcomm Snapdragon 410 MSM8916),,8MP,5MP,1.4µm,1080 x 30fps,f/2.00,1,2630mAh,150MBits/s,,,,,,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 410 MSM8916),,,0.8 GPixel/s (Qualcomm Snapdragon 410 MSM8916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,HomTom HT7 Pro,36,170g,9.5mm,155.4mm,77.8mm,114.86cm³,720 x 1280px,267ppi,"5.5""",,,,,,,4 x 1GHz (MediaTek MT6735P),,8MP,5MP,1.2µm,720 x 30fps,,1,3000mAh,150MBits/s,,,,,2GB,,,,,,,,,,,,,,128 (MediaTek MT6735P),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2606,Lenovo A6000,36,128g,8.2mm,141mm,70mm,,720 x 1280px,294ppi,"5""",,,,,450MHz (Qualcomm Snapdragon 410 MSM8916),533MHz (Qualcomm Snapdragon 410 MSM8916),4 x 1.2GHz (Qualcomm Snapdragon 410 MSM8916),,8MP,2MP,,,,2,2300mAh,150MBits/s,,,,,,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 410 MSM8916),,,0.8 GPixel/s (Qualcomm Snapdragon 410 MSM8916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607,Micromax Bharat Go,36,130g,9.6mm,136.5mm,67mm,87.8cm³,480 x 854px,207ppi,"4.5""",,,,,600MHz (MediaTek MT6737M),,4 x 1.1GHz (MediaTek MT6737M),,5MP,5MP,,480 x 30fps,,1,2000mAh,150MBits/s,,,,11 (MediaTek MT6737M),,,,,,,,,,,0.01 TFLOPS (MediaTek MT6737M),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2608,Asus Zenfone Live (ZB501KL) 16GB,36,120g,7.9mm,141.8mm,71.7mm,80.32cm³,720 x 1280px,294ppi,"5""",,,,,450MHz (Qualcomm Snapdragon 410),533MHz (Qualcomm Snapdragon 410),4 x 1.2GHz (Qualcomm Snapdragon 410),,13MP,5MP,,1080 x 30fps,f/2.00,2,2650mAh,150MBits/s,,,,,,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 410),,,0.8 GPixel/s (Qualcomm Snapdragon 410),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2609,Asus Zenfone Live (ZB501KL),36,120g,7.9mm,141.8mm,71.7mm,80.32cm³,720 x 1280px,294ppi,"5""",,,,,450MHz (Qualcomm Snapdragon 410),533MHz (Qualcomm Snapdragon 410),4 x 1.2GHz (Qualcomm Snapdragon 410),,13MP,5MP,,1080 x 30fps,f/2.00,2,2650mAh,150MBits/s,,,,,,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 410),,,0.8 GPixel/s (Qualcomm Snapdragon 410),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610,Samsung Galaxy A8 (SCV32),36,153g,6mm,158mm,77mm,73cm³,1080 x 1920px,386ppi,"5.7""",,,,,700MHz (Samsung Exynos 5433),1066MHz (Samsung Exynos 5433),8 x 1.9GHz,,16MP,5MP,,1080 x 30fps,,2,3050mAh,,,,,11 (Samsung Exynos 5433),2GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,Blu C5 LTE,36,176g,10mm,144.4mm,73.2mm,,480 x 854px,196ppi,"5""",,,,,600MHz (MediaTek MT6737),,4 x 1.3GHz (MediaTek MT6737),,5MP,3.15MP,,720 x 30fps,,1,2000mAh,150MBits/s,,,24h,11 (MediaTek MT6737),,,,,,,,,,,0.01 TFLOPS (MediaTek MT6737),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613,Verykool Bolt Pro LTE SL5029,36,142g,9.6mm,144.8mm,72.8mm,101.2cm³,480 x 854px,196ppi,"5""",,,,,600MHz (MediaTek MT6737),,4 x 1.25GHz,,8MP,5MP,,1080 x 30fps,,1,2000mAh,150MBits/s,,,6h,11 (MediaTek MT6737),,,,,,,,,,,0.01 TFLOPS (MediaTek MT6737),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2614,Tecno Spark 2,36,175g,7.8mm,159.4mm,76.2mm,94.74cm³,720 x 1440px,268ppi,"6""",,,,,500MHz (MediaTek MT6580),,4 x 1.3GHz (MediaTek MT6580),4 (MediaTek MT6580),13MP,8MP,,720 x 30fps,f/2.00,1,3500mAh,150MBits/s,,,,9 (MediaTek MT6580),,,,,,,,,,,0.01 TFLOPS (MediaTek MT6580),,,0.5 GPixel/s (MediaTek MT6580),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2615,Meizu M5 Note 16GB,36,175g,8.2mm,153.6mm,75.8mm,95.47cm³,1080 x 1920px,403ppi,"5.5""",,,,,700MHz (MediaTek Helio P10),,8 x 1.8GHz,,13MP,5MP,,1080 x 30fps,f/2.20,2,4000mAh,150MBits/s,,,,,4GB,,,,,,,,,,,,,,128 (MediaTek Helio P10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,Meizu M5 Note 32GB,36,175g,8.2mm,153.6mm,75.8mm,95.47cm³,1080 x 1920px,403ppi,"5.5""",,,,,700MHz (MediaTek Helio P10),,8 x 1.8GHz,,13MP,5MP,,1080 x 30fps,f/2.20,2,4000mAh,150MBits/s,,,,,3GB,,,,,,,,,,,,,,128 (MediaTek Helio P10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,Meizu M5 Note,36,175g,8.2mm,153.6mm,75.8mm,95.47cm³,1080 x 1920px,403ppi,"5.5""",,,,,700MHz (MediaTek Helio P10),,8 x 1.8GHz,,13MP,5MP,,1080 x 30fps,f/2.20,2,4000mAh,150MBits/s,,,,,4GB,,,,,,,,,,,,,,128 (MediaTek Helio P10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2618,"Polaroid Snap 5.5""",36,,8mm,155mm,78mm,96.72cm³,720 x 1280px,267ppi,"5.5""",,,,,,,4 x 1.5GHz (MediaTek MT6735),,13MP,5MP,,1080 x 30fps,,1,2400mAh,150MBits/s,,,,,2GB,,,,,,,,,,,,,,128 (MediaTek MT6735),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619,Gionee M2017,36,238g,7.4mm,155.2mm,77.6mm,89.12cm³,1440 x 2560px,515ppi,"5.7""",,,,,,,8 x 1.95GHz,,13MP & 12MP,8MP,,2160 x 30fps,f/2.00,2,7000mAh,300MBits/s,,,,,6GB,,,,,,2,,50MBits/s,,,,,,,,,,,,,128GB,28nm,,,,,,,,,,,,,,,,,,,,,
2620,Ulefone S7 Pro,36,151g,10.8mm,145.8mm,70.8mm,111.48cm³,720 x 1280px,294ppi,"5""",,,,,500MHz (MediaTek MT6580),,4 x 1.3GHz (MediaTek MT6580),4 (MediaTek MT6580),8MP & 5MP,2MP,,720 x 30fps,f/2.4 & f/2.4,1,2500mAh,,,,,9 (MediaTek MT6580),,,,,,,,,,,0.01 TFLOPS (MediaTek MT6580),,,0.5 GPixel/s (MediaTek MT6580),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621,Blu Life One XL,36,151g,8.3mm,156mm,78mm,100.99cm³,720 x 1280px,268ppi,"5.5""",,,,,450MHz (Qualcomm Snapdragon 410 MSM8916),533MHz (Qualcomm Snapdragon 410 MSM8916),4 x 1.2GHz (Qualcomm Snapdragon 410 MSM8916),,13MP,5MP,,1080 x 30fps,,,2820mAh,,,,,,,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 410 MSM8916),,,0.8 GPixel/s (Qualcomm Snapdragon 410 MSM8916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622,Samsung Galaxy E5,36,140g,6.9mm,139.3mm,69.7mm,,1080 x 1920px,441ppi,"5""",,,,,450MHz (Qualcomm Snapdragon 410),533MHz (Qualcomm Snapdragon 410),4 x 1.9GHz,,8MP,5MP,,1080 x 30fps,,2,2300mAh,,,,,,,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 410),,,0.8 GPixel/s (Qualcomm Snapdragon 410),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2623,Vodafone Smart E9,36,134g,9.8mm,137.6mm,65.7mm,88.6cm³,480 x 960px,215ppi,"5""",,,,,570MHz (MediaTek MT6739),1500MHz (MediaTek MT6739),4 x 1.5GHz (MediaTek MT6739),4 (MediaTek MT6739),5MP,2MP,,720 x 30fps,,1,2000mAh,150MBits/s (MediaTek MT6739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2624,HomTom S17,36,182g,9.3mm,151.1mm,71.56mm,100.56cm³,640 x 1280px,260ppi,"5.5""",,,,,500MHz (MediaTek MT6580),,4 x 1.3GHz (MediaTek MT6580),4 (MediaTek MT6580),13MP & 2MP,8MP,,720 x 30fps,f/2.2 & f/2.2,2,3000mAh,,,,12.5h,9 (MediaTek MT6580),,,,,,,,,,,0.01 TFLOPS (MediaTek MT6580),,,0.5 GPixel/s (MediaTek MT6580),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2625,Blu Life One (2015),36,120g,7.5mm,143.5mm,72.1mm,77.6cm³,720 x 1280px,294ppi,"5""",,,,,450MHz (Qualcomm Snapdragon 410 MSM8916),533MHz (Qualcomm Snapdragon 410 MSM8916),4 x 1.2GHz (Qualcomm Snapdragon 410 MSM8916),,13MP,5MP,,1080 x 30fps,,,2420mAh,,,,,,,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 410 MSM8916),,,0.8 GPixel/s (Qualcomm Snapdragon 410 MSM8916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2626,HomTom HT3 Pro,35,150g,9mm,145.3mm,73mm,95.46cm³,720 x 1280px,294ppi,"5""",,,,,,,4 x 1.5GHz (MediaTek MT6735),,13MP,5MP,,720 x 30fps,f/2.00,1,3000mAh,150MBits/s,,,,,2GB,,,,,,,,,,,,,,128 (MediaTek MT6735),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627,Allview X2 Soul Mini,35,97g,5.15mm,139.8mm,67.4mm,48.53cm³,720 x 1280px,306ppi,"4.8""",,,,,650MHz (ARM Mali 450 MP4),,8 x 1.7GHz (MediaTek MT6592),8 (MediaTek MT6592),8MP,5MP,1.25µm,1080 x 30fps,f/2.00,2,2050mAh,,,,12.2h,,,,,,,,,,,,0.06 TFLOPS (ARM Mali 450 MP4),,,5.2 GPixel/s (ARM Mali 450 MP4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2628,Coolpad Modena,35,158g,8.6mm,153mm,77.5mm,101.97cm³,960 x 540px,200ppi,"5.5""",,,,,450MHz (Qualcomm Snapdragon 410 MSM8916),533MHz (Qualcomm Snapdragon 410 MSM8916),4 x 1.2GHz (Qualcomm Snapdragon 410 MSM8916),,8MP,2MP,,1080 x 30fps,f/2.00,1,2500mAh,150MBits/s,,,,,,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 410 MSM8916),,,0.8 GPixel/s (Qualcomm Snapdragon 410 MSM8916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2629,Samsung Galaxy J2 Prime,35,160g,8.9mm,144.8mm,72.1mm,92.92cm³,540 x 960px,220ppi,"5""",,,,,600MHz (MediaTek MT6737T),,4 x 1.4GHz,,8MP,5MP,,720 x 30fps,,2,2600mAh,150MBits/s,,,,11 (MediaTek MT6737T),,,,,,,,,,,0.01 TFLOPS (MediaTek MT6737T),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2630,Alcatel A3,35,,8.6mm,142mm,70.5mm,86.09cm³,720 x 1280px,294ppi,"5""",,,,,600MHz (MediaTek MT6737),,4 x 1.25GHz,,13MP,5MP,,1080 x 30fps,f/2.00,2,2460mAh,150MBits/s,,,,11 (MediaTek MT6737),1.5GB,,,,,,,,,,0.01 TFLOPS (MediaTek MT6737),,,,128 (MediaTek MT6737),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2631,Nokia 2 V,35,181.4g,9.7mm,153.7mm,77.5mm,115.54cm³,720 x 1280px,267ppi,"5.5""",,,,,,667MHz (Qualcomm Snapdragon 425),4 x 1.4GHz (Qualcomm Snapdragon 425),4 (Qualcomm Snapdragon 425),8MP,5MP,,720 x 30fps,f/2.00,1,4000mAh,,,,10h,,1GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,Lava Iris X5 4G,35,128g,7.6mm,141.6mm,70.8mm,76.19cm³,720 x 1280px,294ppi,"5""",,,,,,,4 x 1.3GHz,,13MP,8MP,,1080 x 30fps,f/2.00,1,2500mAh,,,,,,2GB,,,,,,,,,,,,,,128 (MediaTek MT6735),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2633,Vodafone Smart N8,35,151g,8.6mm,144.5mm,71.9mm,89.35cm³,720 x 1280px,294ppi,"5""",,,,,600MHz (MediaTek MT6737),,4 x 1.3GHz (MediaTek MT6737),,13MP,5MP,,720 x 30fps,,1,2400mAh,150MBits/s,,,,11 (MediaTek MT6737),,,,,,,,,,,0.01 TFLOPS (MediaTek MT6737),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2634,Verykool Phantom SL5050,35,121g,7.2mm,145.5mm,70.5mm,73.86cm³,720 x 1280px,294ppi,"5""",,,,,600MHz (MediaTek MT6737),,4 x 1.3GHz (MediaTek MT6737),,16MP,8MP,,720 x 30fps,f/2.40,1,2500mAh,150MBits/s,,,8h,11 (MediaTek MT6737),,,,,,,,,,,0.01 TFLOPS (MediaTek MT6737),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2635,Huawei Honor 6 Play,35,150g,8.9mm,143.8mm,72mm,92.15cm³,720 x 1280px,294ppi,"5""",,,,,600MHz (MediaTek MT6737T),,4 x 1.5GHz (MediaTek MT6737T),,8MP,5MP,,,f/2.00,1,3020mAh,,,,,11 (MediaTek MT6737T),,,,,,,,,,,0.01 TFLOPS (MediaTek MT6737T),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,Wiko Robby 2,35,200g,9.4mm,154.6mm,78.8mm,114.52cm³,720 x 1280px,267ppi,"5.5""",,,,,400MHz (Qualcomm Snapdragon 210 MSM8909),,4 x 1.1GHz (Qualcomm Snapdragon 210 MSM8909),4 (Qualcomm Snapdragon 210 MSM8909),8MP,5MP,,720 x 30fps,,1,2800mAh,150MBits/s,,,20h,9.3 (Qualcomm Snapdragon 210 MSM8909),,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 210 MSM8909),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,Allview X2 Soul Style+ Platinum,35,128g,6.95mm,142.4mm,71.2mm,70.47cm³,720 x 1280px,294ppi,"5""",,,,,,,4 x 1.3GHz,,13MP,5MP,1.12µm,1080 x 30fps,f/2.20,1,2350mAh,150MBits/s,,,7.3h,,3GB,,,,,,,,,,,,,,128 (MediaTek MT6735),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2638,Oppo Neo 7,35,141g,7.5mm,142.7mm,71.7mm,,540 x 960px,,"5""",,,,,450MHz (Qualcomm Snapdragon 410 MSM8916),533MHz (Qualcomm Snapdragon 410 MSM8916),4 x 1.2GHz (Qualcomm Snapdragon 410 MSM8916),,8MP,5MP,,720 x 30fps,,1,2420mAh,,,,,,,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 410 MSM8916),,,0.8 GPixel/s (Qualcomm Snapdragon 410 MSM8916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2639,Blu Grand M3 8GB,35,154g,9.8mm,149.1mm,70.5mm,103.01cm³,480 x 960px,201ppi,"5.34""",,,,,570MHz (MediaTek MT6739),1500MHz (MediaTek MT6739),4 x 1.3GHz,4 (MediaTek MT6739),8MP,5MP,1.12µm,1080 x 30fps,,1,2500mAh,150MBits/s (MediaTek MT6739),,,16h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2640,Blu Grand M3,35,154g,9.8mm,149.1mm,70.5mm,103.01cm³,480 x 960px,201ppi,"5.34""",,,,,570MHz (MediaTek MT6739),1500MHz (MediaTek MT6739),4 x 1.3GHz,4 (MediaTek MT6739),8MP,5MP,1.12µm,1080 x 30fps,,1,2500mAh,150MBits/s (MediaTek MT6739),,,16h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2641,Lenovo K320t,35,153.8g,8.5mm,155.2mm,73.5mm,96.96cm³,720 x 1440px,282ppi,"5.7""",,,,,,,4 x 1.3GHz,,8MP & 2MP,8MP,,1080 x 30fps,f/2.2 & f/2,2,3000mAh,150MBits/s,,,8h,,2GB,,,,,,,,,,,,2 (ARM Cortex-A7),,64 (ARM Cortex-A7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642,Gigaset GS195,35,180g,8.4mm,156.1mm,76.1mm,99.79cm³,1080 x 2246px,404ppi,"6.18""",,,,,,,8 x 1.6GHz,,13MP & 5MP,8MP,,1080 x 30fps,,1,4000mAh,,,,9h,,2GB,,,,,,,,,,,,,,,,,,,,,32GB,,,,,256GB,,,,,,,,,,,,,,,,,
2643,Oppo N1 Mini,35,150g,9.2mm,148.4mm,72.2mm,98.57cm³,720 x 1280px,294ppi,"5""",,,,,450MHz (Qualcomm Snapdragon 400 MSM8928 (1.6GHz)),,4 x 1.6GHz (Qualcomm Snapdragon 400 MSM8928 (1.6GHz)),4 (Qualcomm Snapdragon 400 MSM8928 (1.6GHz)),13MP,13MP,,,f/2.00,,2140mAh,150MBits/s,,,,9.3 (Qualcomm Snapdragon 400 MSM8928 (1.6GHz)),2GB,,,,,,,3 (Qualcomm Snapdragon 400 MSM8928 (1.6GHz)),,,0.02 TFLOPS (Qualcomm Snapdragon 400 MSM8928 (1.6GHz)),,2 (Qualcomm Snapdragon 400 MSM8928 (1.6GHz)),0.8 GPixel/s (Qualcomm Snapdragon 400 MSM8928 (1.6GHz)),64 (Qualcomm Snapdragon 400 MSM8928 (1.6GHz)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2644,Verykool Apollo Quattro s5037,35,163g,10.4mm,144.5mm,73mm,109.7cm³,480 x 854px,196ppi,"5""",,,,,500MHz (MediaTek MT6580),,4 x 1.3GHz (MediaTek MT6580),4 (MediaTek MT6580),13MP & 2MP,5MP & 2MP,,1080 x 30fps,,1,2000mAh,21MBits/s,,,5h,9 (MediaTek MT6580),,,,,,,,,,,0.01 TFLOPS (MediaTek MT6580),,,0.5 GPixel/s (MediaTek MT6580),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2645,Maxwest Nitro 55 LTE,35,163g,7.9mm,153mm,77.6mm,93.8cm³,720 x 1280px,267ppi,"5.5""",,,,,600MHz (MediaTek MT6737),,4 x 1.3GHz (MediaTek MT6737),,8MP,2MP,,720 x 30fps,,1,3000mAh,150MBits/s,,,15h,11 (MediaTek MT6737),,,,,,,,,,,0.01 TFLOPS (MediaTek MT6737),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2646,Alcatel A30,35,147.13g,8.39mm,141.97mm,70.1mm,,720 x 1280px,294ppi,"5""",,,,,400MHz (Qualcomm Snapdragon 210 MSM8909),,4 x 1.1GHz (Qualcomm Snapdragon 210 MSM8909),4 (Qualcomm Snapdragon 210 MSM8909),8MP,5MP,,720 x 30fps,,1,2460mAh,150MBits/s,,,15h,9.3 (Qualcomm Snapdragon 210 MSM8909),,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 210 MSM8909),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
